name,interests
Shawn Mccoy,Northern Sotho
Jason Burke,Tok Pisin
Sharon Hunt,Quechua
Shawn Turner,Assamese
Johnny Jenkins,Kurdish
Patrick Walker,Burmese
Jose Griffin,Lithuanian
Gloria Hudson,French
Sandra Perez,Dari
Irene Weaver,Catalan
Lillian Lee,Malayalam
Lisa Fox,Azeri
Jeffrey Scott,Azeri
Amanda Cruz,Kazakh
Judith Parker,Haitian Creole
Scott Jones,Punjabi
Matthew Flores,Montenegrin
Albert Perez,Hindi
Jonathan Wallace,Thai
Rose Sanders,Fijian
Carolyn Wallace,Norwegian
Phyllis Fernandez,Kannada
Mary Ellis,Gagauz
Jean Hanson,Chinese
David Nguyen,Tok Pisin
Kenneth Willis,Lao
Theresa Kennedy,Romanian
Walter Jordan,Indonesian
Juan Hunt,Papiamento
Tammy Welch,Hungarian
Virginia Torres,Dari
Jessica Burns,Macedonian
Wayne Chavez,Kazakh
Jean Henderson,Kannada
Kenneth Chapman,Yiddish
Michelle Welch,Macedonian
Dennis Robertson,Fijian
Joshua Kennedy,Albanian
Irene Young,Indonesian
Scott Anderson,Greek
Kathleen Harvey,Kurdish
Laura Green,Chinese
Kimberly Hicks,Chinese
Antonio Morrison,Somali
Pamela Wood,Dutch
Teresa Wagner,Tajik
Dorothy Hayes,French
Debra Collins,Lithuanian
Ryan Collins,Greek
Laura Tucker,Irish Gaelic
Lisa Lane,Māori
Stephanie Alvarez,Kurdish
Frank Simmons,Croatian
William Ruiz,Kyrgyz
Christopher Morris,Swahili
Larry West,Ndebele
Michael Vasquez,Tamil
Craig Gomez,Danish
Marie Welch,Indonesian
Jesse Hayes,Persian
Betty Jordan,Sotho
Eugene Carroll,Indonesian
Judith Spencer,Armenian
Amy Palmer,Czech
Jerry Robinson,Zulu
Edward Wheeler,Albanian
Dorothy Carroll,Kurdish
Bobby Gray,Thai
Sharon Wallace,Montenegrin
Jessica Burns,Marathi
Arthur Carter,Bosnian
Fred Ryan,Sotho
Martha Ellis,Norwegian
Tina Lynch,Aymara
Jean Rose,Japanese
Joan Reed,Assamese
Albert Morgan,Tamil
Paul West,Thai
Daniel Ruiz,Fijian
Jeffrey Fernandez,Lithuanian
Jimmy Berry,Hebrew
Janet Berry,Dari
Kevin Phillips,Maltese
Rose Morgan,Amharic
Philip Richardson,Tok Pisin
Betty George,Chinese
Amy Henderson,French
Russell Howard,Malagasy
Doris Welch,Lao
James Clark,Arabic
Tina Hunter,Finnish
Michelle Baker,Thai
Andrea Foster,Mongolian
Elizabeth Ray,Chinese
Jack Kim,Malagasy
Jacqueline Welch,Spanish
Betty Simmons,Montenegrin
Kevin Gilbert,Bislama
Donald Mason,Portuguese
Marie Welch,Haitian Creole
Kevin Martinez,Korean
Martin Hernandez,Latvian
Joshua White,Kashmiri
Gary Hunter,Assamese
Lawrence Ramirez,Hindi
Teresa Sanchez,Fijian
Dennis Collins,Guaraní
Marilyn Flores,Oriya
Paul Mccoy,Kurdish
Philip Ellis,Northern Sotho
Janice Price,Dhivehi
James Bradley,Spanish
Carol Nguyen,Luxembourgish
Janice Hart,German
Martha Wagner,Haitian Creole
Anna Morgan,Marathi
Larry Rivera,Gujarati
Kenneth Reid,Finnish
Robin Reed,Zulu
Doris Jones,German
Christine Evans,Northern Sotho
Anna Harvey,Georgian
Susan Armstrong,Dhivehi
Howard Ruiz,Ndebele
Karen Boyd,Amharic
Terry Little,Montenegrin
Theresa Murphy,Belarusian
David Lynch,Dari
Teresa Crawford,Belarusian
Edward Fernandez,Greek
Julia Robertson,Lao
Anne Porter,Arabic
Alice Stanley,Bengali
Kevin Marshall,Tok Pisin
Adam Reyes,Japanese
Joshua Reyes,French
Melissa Gordon,English
Patrick Knight,Filipino
Cheryl Mitchell,Catalan
Betty Castillo,Dutch
Jack Shaw,Hungarian
Walter Clark,Malay
Patrick Daniels,Tetum
Frances West,Tswana
Kenneth Harrison,Afrikaans
Steven Stone,Māori
Antonio Rivera,Swedish
Gerald Fox,Tsonga
Steven Shaw,Pashto
Martha Graham,Malayalam
Henry West,Swahili
Heather Washington,Portuguese
Lois Nguyen,Gagauz
Doris Woods,Bengali
Tammy Vasquez,Tajik
Bobby Duncan,Czech
Mark Baker,Swati
Phillip Rodriguez,Punjabi
Earl Garrett,Azeri
Mary Spencer,Kashmiri
Samuel Rogers,Kannada
Albert Mitchell,Dhivehi
Ralph Bowman,Somali
Jason Gardner,Montenegrin
Ronald Mccoy,Greek
Doris Jacobs,Macedonian
Jeffrey Riley,Kannada
Bonnie Little,Gagauz
Carolyn Davis,Persian
Julia Carter,Tajik
Edward Myers,Luxembourgish
Jessica Morales,Mongolian
Bobby Berry,Yiddish
Harry Austin,Lao
Stephen Henderson,Indonesian
Lisa Larson,Kurdish
Irene Kim,Malay
Gerald James,German
Janet Fuller,Nepali
Keith Brooks,Bengali
Donna Nichols,Irish Gaelic
Willie Stanley,Albanian
Stephanie Flores,Latvian
Janice Chapman,Lithuanian
Tammy Chavez,Guaraní
Cheryl Diaz,Amharic
Ronald Fox,Sotho
Carlos Flores,Tetum
Anne Johnston,Norwegian
Gloria Walker,Haitian Creole
Tina Greene,Ndebele
Cheryl Scott,Catalan
Sara Stanley,Ndebele
William Simpson,French
David Vasquez,Portuguese
Jason Ward,Haitian Creole
Gregory Matthews,Dzongkha
Tina Olson,Tetum
Ashley Riley,Telugu
Karen Snyder,Northern Sotho
Pamela Vasquez,Kannada
Lawrence Nguyen,Papiamento
Lisa Wilson,Japanese
Andrew Porter,Maltese
Todd Howard,Norwegian
Jonathan Henry,Yiddish
Louise Mendoza,Korean
Pamela Stone,Tswana
Edward Sullivan,Portuguese
Ronald Banks,Swahili
Barbara Johnston,Italian
Margaret Rogers,Portuguese
Jeremy Butler,Belarusian
Evelyn Lawrence,Dutch
Anthony Mendoza,Dari
Janice Lynch,Guaraní
Susan Russell,Swedish
Tammy Hill,Marathi
Ashley Gordon,Indonesian
Annie Murphy,Zulu
Diane Stewart,Zulu
Alice Phillips,Marathi
John Hawkins,Finnish
Frances Lopez,Azeri
Adam Gardner,Tetum
Robert Spencer,Korean
Sandra Bailey,French
Doris Cook,Malayalam
Louise Parker,Persian
Ruth Flores,French
Elizabeth Reynolds,Nepali
Albert Larson,Hebrew
Patricia Harris,Burmese
Wayne Gutierrez,Hiri Motu
Irene Flores,Swahili
Beverly Baker,Dari
Nancy Gonzales,Punjabi
Katherine Cruz,Dari
Paul Nguyen,Hebrew
Brandon Johnson,Montenegrin
Frances Adams,Spanish
Jean Porter,Filipino
Joyce Alvarez,Malagasy
Deborah Armstrong,Polish
Albert Sanchez,New Zealand Sign Language
Christine Rose,Ndebele
Helen Thomas,Kannada
Christopher Griffin,Dari
Walter Knight,Kyrgyz
William Evans,Haitian Creole
Amy Martin,Ndebele
James White,Dhivehi
Walter Howard,English
Carl Burke,English
Julie Fernandez,Thai
Tina Harper,Swedish
Mark Reynolds,Indonesian
Victor Dean,Polish
George Anderson,Quechua
Amy Flores,Korean
Charles Stanley,Quechua
Larry Freeman,Marathi
Judith Mitchell,Hiri Motu
Harold Hernandez,Tswana
Billy Phillips,Tsonga
Kelly Elliott,Fijian
Jerry Cooper,Quechua
Albert Wallace,Pashto
Jacqueline Baker,Portuguese
Willie Hicks,Dutch
Annie Ferguson,Hebrew
Mark Mason,Hiri Motu
Joe Harris,Croatian
Dorothy Nichols,Hiri Motu
Nancy Welch,Tamil
Tina Roberts,Macedonian
Antonio Sullivan,Telugu
Arthur Bowman,Afrikaans
Bonnie Gilbert,Somali
Joshua Lawrence,Quechua
Jeffrey Brooks,Tswana
Carol Wright,Irish Gaelic
Matthew Arnold,Somali
Harry Robinson,Zulu
James Stevens,Dutch
Louise Hanson,Punjabi
Kenneth Wallace,Fijian
Bobby Rice,Tswana
Deborah Torres,Armenian
Lisa Davis,Lao
Robert Kim,Albanian
Walter Moreno,Japanese
Keith Howard,Norwegian
Joan Phillips,Italian
Nancy Sanders,Bulgarian
Frances Berry,Khmer
Helen Garcia,Bengali
Nancy Grant,Zulu
Barbara Andrews,Bosnian
Steven Martin,Kyrgyz
Phyllis Anderson,Māori
Kimberly Lee,Malay
Robin Spencer,Hebrew
Juan Webb,English
Maria Cooper,Tamil
Robert Burton,Bulgarian
Julie Gordon,Afrikaans
Timothy Parker,Armenian
Chris Carr,Khmer
Jason Little,Lao
Kathy Bailey,New Zealand Sign Language
Anna Fox,Sotho
Dennis Johnston,Korean
Sarah Ortiz,Irish Gaelic
Janet Morrison,Bulgarian
Evelyn Burns,Georgian
Kimberly Dunn,Dutch
Emily Taylor,Swedish
Ruby Webb,English
Brandon Sanchez,Romanian
Earl Thompson,Montenegrin
Nicholas Franklin,Khmer
Annie Brooks,Latvian
Henry Cole,Montenegrin
Maria West,Quechua
Beverly Gonzales,Telugu
Martha Chavez,Somali
Carlos Ortiz,Danish
Kathryn Mitchell,Spanish
Steven Russell,Marathi
Marie Turner,Northern Sotho
Keith Carpenter,Korean
William Gomez,Khmer
Norma Gordon,Kashmiri
Benjamin Greene,New Zealand Sign Language
Larry Adams,Dutch
Pamela Gonzalez,Albanian
Russell Banks,Assamese
Pamela Nelson,Hebrew
Mildred Fernandez,Portuguese
Jose Boyd,Bosnian
Keith Bowman,Pashto
Kathryn Sanders,Afrikaans
Joseph Powell,Tetum
Janice Rose,Dhivehi
Albert Edwards,Hiri Motu
Gerald Green,Estonian
Patricia Peterson,Pashto
Scott Reid,Khmer
Barbara Ryan,Zulu
Daniel Diaz,Tsonga
Julia Ford,Tajik
Juan Mills,Swati
Ryan Carroll,Yiddish
Christopher Torres,Haitian Creole
Teresa Johnston,Kannada
Jacqueline Oliver,Maltese
Albert Holmes,Maltese
Mark Russell,Pashto
Robin Gray,Oriya
Billy Jordan,Filipino
Marie Tucker,Armenian
Janice Ferguson,Fijian
James Howell,Lao
Melissa Hicks,Malay
Helen Ross,Estonian
Brenda Burke,German
Ralph Shaw,Filipino
Richard Hunter,Danish
Michelle Wilson,French
Cynthia Allen,Bosnian
Margaret Schmidt,Indonesian
Kelly Lopez,German
Carlos Brooks,Assamese
Evelyn Lee,Irish Gaelic
Sandra Robertson,Luxembourgish
Catherine Pierce,Estonian
Frances Murphy,Ndebele
Michael Cruz,Burmese
Ernest Castillo,Mongolian
Tina Hart,Belarusian
Sharon Reed,Azeri
Russell Matthews,Haitian Creole
Carl Wagner,Malayalam
Christina Cook,Pashto
Donald Thomas,Gujarati
Daniel Gonzalez,Tok Pisin
Timothy Vasquez,Dzongkha
Brenda Wallace,Japanese
Johnny Wright,Croatian
Lawrence Alvarez,Guaraní
Karen Greene,Kurdish
Jeremy Johnson,Nepali
Christine Morales,Oriya
Todd Robinson,Kurdish
Nancy Spencer,Assamese
Howard Scott,Assamese
Amanda Hill,Croatian
Frances Wilson,Bengali
Jack Fowler,Dari
Laura Jenkins,Bislama
Angela Day,Kyrgyz
Elizabeth Mccoy,Tswana
Sean Richardson,Tajik
Deborah Bradley,Dari
Donna Grant,Danish
Peter Garza,Arabic
Christopher Wilson,Hebrew
William Black,West Frisian
Kimberly Rodriguez,Tamil
Paul Ward,New Zealand Sign Language
Joyce Mills,Kyrgyz
Billy Black,Polish
Jean Greene,Kurdish
Charles Cox,Aymara
Amy Lee,Tetum
Kathy Wright,Kurdish
Ruth Lawrence,Korean
Anna Schmidt,Dutch
Mary Mitchell,Greek
Richard Gutierrez,Māori
Theresa West,Amharic
Laura Barnes,Greek
Samuel Johnson,Tetum
Jason Tucker,Telugu
Carol Ruiz,Danish
Laura Harvey,Tsonga
Kevin Wells,Dhivehi
Michael Myers,Sotho
Louis Lewis,Punjabi
Rose Taylor,Tsonga
Martha Austin,Burmese
Ruby Stewart,Dutch
Christina Wheeler,Japanese
Robin Wilson,Luxembourgish
Emily Harvey,Amharic
Paula Murphy,Swedish
Brian Lynch,Romanian
Martin Kelley,Lao
Pamela Sanchez,Macedonian
Wanda Webb,German
Richard Boyd,Korean
Ruth Williams,Armenian
Andrea Hicks,Tsonga
Evelyn Thomas,Lao
Dennis Weaver,Yiddish
Lillian Brooks,Nepali
Jason Alexander,English
Julie Simmons,Amharic
Jessica Armstrong,Tswana
Bruce Williamson,Telugu
Laura Mills,Dhivehi
Stephen Morrison,Hebrew
Arthur Bennett,Moldovan
Beverly Harper,Māori
Brian Crawford,Georgian
Benjamin Collins,Kashmiri
Ashley Hunt,Malayalam
Kelly Grant,Lao
Ann Vasquez,Mongolian
Robin Sanders,Yiddish
Thomas Perry,Bulgarian
Anthony West,Afrikaans
Steven Miller,Kazakh
Cheryl Daniels,Dhivehi
Anthony Bishop,Hindi
Melissa Ellis,Spanish
Harry Meyer,Ndebele
Adam Parker,Pashto
Stephanie Griffin,Czech
Mildred Morrison,Persian
Melissa Bennett,Lao
Gregory Dean,Tajik
Sharon Garrett,Yiddish
Gregory Simpson,Gagauz
Stephen Gilbert,Nepali
Jason Reid,Icelandic
Ryan Sims,Ndebele
Brenda Ford,Macedonian
Cynthia Roberts,Kyrgyz
Peter Oliver,Dhivehi
Helen Spencer,Malagasy
Walter Ellis,Danish
Nicholas Hughes,Hindi
Lori Hunter,Haitian Creole
Jane Hawkins,Danish
Joyce Cox,Sotho
Robert Hudson,West Frisian
Mary Rice,Arabic
Keith Moreno,Belarusian
Irene Ramirez,Māori
Deborah Garcia,German
Laura Morrison,Malay
Rose Anderson,Oriya
Emily Moreno,Zulu
Jennifer Russell,Hungarian
Lisa Stephens,Gujarati
Gregory Robinson,English
Ernest Lawson,Khmer
Judith Garza,Khmer
Angela Hunter,Dutch
William Knight,Zulu
Maria Reynolds,Marathi
Tina Gomez,Hiri Motu
Beverly Rice,Tetum
Elizabeth Russell,Bislama
Randy Alvarez,Quechua
Judy Austin,Gagauz
Andrew Lynch,Aymara
Steven Roberts,Macedonian
Diana Ray,Tok Pisin
Johnny Ortiz,Hebrew
Irene Larson,Finnish
Janet Dixon,Dhivehi
Rebecca Austin,Romanian
Lisa Simpson,Marathi
Carlos Weaver,English
Billy Romero,Belarusian
Timothy Ford,Māori
Susan Williams,Indonesian
Cynthia Patterson,Assamese
Bruce Nguyen,Estonian
Jean Ruiz,Bengali
Clarence Moore,Filipino
Diana Mills,Tamil
Sarah Green,Guaraní
Matthew Cooper,Kazakh
Andrew Holmes,Indonesian
Wanda Fernandez,French
Sara Adams,Gujarati
Irene Collins,Moldovan
Sara Baker,Quechua
Timothy Marshall,Bislama
Fred Hicks,Indonesian
Ernest Richards,Italian
Timothy Coleman,Lithuanian
Philip James,Tsonga
Gary Owens,Dzongkha
Joan Long,Estonian
Dennis Garcia,Haitian Creole
Joyce Simmons,Quechua
Ashley Harrison,Japanese
Debra Mills,German
Laura Cruz,Belarusian
Shirley Miller,Burmese
Randy Rogers,Greek
Charles Dunn,Quechua
Judy Jacobs,Swedish
Beverly Sullivan,Kashmiri
Jennifer Taylor,Croatian
Martha Berry,Dari
Martin Adams,Albanian
Amy Oliver,Indonesian
Sandra Johnston,Hindi
Henry Hawkins,Polish
Earl Snyder,Azeri
Kelly Moreno,Afrikaans
Debra Johnson,Albanian
Benjamin Jones,Arabic
George Morales,Punjabi
Christopher George,Bulgarian
Theresa Shaw,Macedonian
John Snyder,Burmese
Ann Alvarez,Sotho
Timothy Turner,Kannada
Marie Duncan,Montenegrin
Jeremy Moore,Hebrew
Andrea Reyes,Dutch
Aaron Collins,Bosnian
Maria Davis,Hindi
Timothy Bryant,Pashto
Shawn Fox,Hungarian
Louis Ward,Dzongkha
Jack Hansen,Thai
Justin Pierce,Telugu
Harold Fisher,Kashmiri
Carol Green,Filipino
Sarah Barnes,Malagasy
Christopher Coleman,Malay
Katherine Lee,Bengali
Betty Ward,Maltese
Larry Robertson,Tsonga
Jane Fuller,Dutch
Todd Anderson,Kazakh
Larry Gilbert,Swahili
Ralph Hamilton,Telugu
Jeremy Castillo,Arabic
Jose Martin,Quechua
Lisa Gonzalez,Dutch
Terry Morris,Chinese
Michael Kelley,Kannada
Shirley Mills,Latvian
Joseph Perez,Māori
Scott Oliver,German
Jeffrey Murray,Malagasy
George Martinez,Haitian Creole
Jimmy Carroll,Zulu
Ryan Stanley,Tamil
Roger Nelson,Czech
Ashley Nguyen,Hiri Motu
Jennifer Bishop,Maltese
Antonio Reynolds,Georgian
Catherine Phillips,Lithuanian
Jerry Jacobs,Arabic
Shawn Garza,Portuguese
Jennifer Ortiz,Albanian
Debra White,Gujarati
Jeremy Nichols,Romanian
Tammy Scott,English
Rose Hudson,Irish Gaelic
Dennis Young,Tajik
Raymond Nguyen,Mongolian
Ruby Garrett,New Zealand Sign Language
Stephanie Simmons,Bengali
Lisa Lewis,Lithuanian
Jessica Morgan,Kazakh
Lillian Kelly,Korean
Karen Reynolds,Italian
Rose Morales,Tok Pisin
Annie Crawford,Chinese
Jason Berry,Norwegian
Howard Olson,Azeri
Angela Lopez,Kurdish
Lisa Hart,Filipino
Donna Murray,Lithuanian
Walter Montgomery,Malagasy
Irene Howell,Tajik
Robert Hanson,Burmese
Pamela Thompson,French
Jeremy Martin,Hindi
Jesse Taylor,Quechua
Sarah Olson,Arabic
Eugene Stevens,Bosnian
Ronald Torres,Finnish
Sara Ross,Greek
Randy Garza,Portuguese
Lawrence Patterson,Irish Gaelic
Judy Cooper,Gagauz
Phillip Webb,Korean
Tina Richards,Dhivehi
Michelle Marshall,Chinese
Tammy Morris,Tswana
Robin Perez,Malagasy
Kevin Kim,Gujarati
Ernest Sims,Tsonga
Nicholas Anderson,Aymara
Janet Patterson,Finnish
Frank Dunn,Korean
Justin Henry,Fijian
Margaret Mendoza,Finnish
Larry Hart,Marathi
Amy Gardner,Guaraní
Jose Mason,Japanese
Alan Henderson,Chinese
Pamela Campbell,Bosnian
Marilyn Garza,Kurdish
Raymond Carter,Yiddish
Maria Carr,Thai
Wayne Ortiz,Afrikaans
Jerry Williams,Malay
Lisa Fernandez,Tetum
Martha Hansen,Latvian
Justin Austin,Guaraní
Sandra Russell,Norwegian
Jeffrey Wilson,Lithuanian
Johnny Reynolds,Catalan
Maria Powell,Japanese
Elizabeth West,Chinese
Paul Lawson,Aymara
Steven Anderson,Amharic
Roger Hughes,Irish Gaelic
William Grant,Azeri
William Gonzalez,Dzongkha
Betty Wagner,Tamil
Bobby Hart,Indonesian
Justin Martinez,Swati
Russell Gomez,Burmese
Karen Andrews,Bulgarian
Alice Robertson,Hebrew
Albert Moreno,Oriya
Gary Palmer,Assamese
Jimmy Owens,Czech
Edward Armstrong,Telugu
Michelle Cunningham,Czech
Andrew Fowler,Tamil
Joyce Pierce,Danish
Janet Harper,Malay
Anna Burton,Haitian Creole
Janet Griffin,English
Kathryn Stone,Malagasy
Aaron Ramirez,Kazakh
Martin Duncan,Somali
Wayne Stone,Haitian Creole
Debra Willis,Swedish
Thomas Fowler,Kashmiri
Jonathan Harris,Oriya
Christine Snyder,Luxembourgish
Walter Myers,Hindi
Angela Stewart,English
Denise Wright,Korean
Albert Sullivan,Finnish
Daniel Woods,Haitian Creole
Shawn Lawson,Dutch
Joe Hicks,Tajik
Amanda Burke,Kashmiri
Kenneth Burke,Maltese
Matthew Porter,Dzongkha
Denise Bennett,Tsonga
Judy Thompson,Japanese
Ashley Perry,Afrikaans
Ruth Morgan,Fijian
Frances Davis,Bosnian
Martin Ray,Armenian
Rebecca Franklin,Swedish
Dennis Foster,Bosnian
Dorothy Simpson,Punjabi
Steven Martin,Hebrew
Wayne Turner,Kazakh
Virginia Larson,Somali
Stephanie Stanley,Sotho
Teresa Fuller,Marathi
Eric Alvarez,Malay
Nicholas Palmer,Finnish
Keith Bailey,Georgian
Rose Carroll,Swedish
Johnny Sanchez,Dhivehi
Jose Cruz,Estonian
Rebecca Washington,Assamese
Joyce Howard,Bulgarian
Bruce Alexander,Quechua
Jean Green,Khmer
Phillip Jackson,Kashmiri
Phillip Williamson,Tetum
Frank Perkins,Aymara
Deborah Elliott,Greek
Willie Scott,Tsonga
Amy Willis,Yiddish
Justin Bell,Czech
Judy Richards,Malagasy
Justin Henry,Latvian
Doris Hall,Tajik
Ashley Phillips,Tswana
Catherine Armstrong,Chinese
Juan Evans,Afrikaans
Joshua Reed,Quechua
Keith James,Polish
Barbara Hamilton,Yiddish
Phyllis Tucker,Irish Gaelic
Anna Romero,Papiamento
Kathryn Butler,Gagauz
Bruce Gonzales,Yiddish
Willie Day,Maltese
Lisa Jordan,Georgian
Pamela Murray,Quechua
Howard Murray,Portuguese
Anna Torres,Persian
John Gonzales,Irish Gaelic
Samuel Campbell,Azeri
Marilyn Romero,Tswana
Roger Henderson,Albanian
Louis Ramirez,Fijian
Eric White,Croatian
Nancy Stephens,Bengali
Louise Torres,Hebrew
Mary Hamilton,Polish
Beverly Wallace,Oriya
Carlos Long,Albanian
Bruce Robertson,Luxembourgish
Denise Foster,Gujarati
Shirley Reid,Northern Sotho
Carl Lee,Tajik
Catherine Wagner,Papiamento
Keith Stevens,Polish
Nicole Reynolds,Lithuanian
Amy Fuller,Somali
Louis Jacobs,Kannada
Johnny Rogers,Guaraní
Dorothy Roberts,Hiri Motu
Ernest Ford,Malay
Jesse Bell,Somali
George Shaw,Danish
Craig Nichols,Kyrgyz
Antonio Stewart,Pashto
Steven Lynch,Oriya
Randy Wheeler,Zulu
Bonnie Fuller,Tswana
Randy Lane,Swahili
Ruby Williamson,Ndebele
Benjamin Peters,Oriya
Joshua George,Bosnian
Judith Mitchell,Gagauz
Carol Elliott,Persian
William Young,Macedonian
Sean Reynolds,Persian
Joe Turner,Somali
Nicole West,Georgian
Pamela Little,Haitian Creole
Rose Campbell,Dutch
Nicholas Barnes,Malagasy
Aaron Duncan,Assamese
Scott Lane,Tok Pisin
Peter Sullivan,Polish
Benjamin Holmes,New Zealand Sign Language
Ruby Montgomery,Kazakh
Andrea Stephens,Assamese
Randy Riley,Swedish
Christine Mendoza,Croatian
Lillian Bowman,Luxembourgish
Paula Grant,Hindi
Jeffrey Bryant,Burmese
Roger Garrett,Fijian
Albert Clark,Dhivehi
Ruth Murray,Dhivehi
Matthew Bell,Thai
Helen Franklin,Marathi
Patrick Ramos,New Zealand Sign Language
Harry Martinez,Kurdish
Emily Murray,Estonian
Kelly Olson,Dutch
Raymond Ortiz,Macedonian
Billy Schmidt,Marathi
Sharon Morrison,West Frisian
Terry Stephens,Macedonian
Ann Berry,Albanian
Craig Gardner,Lithuanian
Theresa Phillips,Malayalam
Laura Cook,Dutch
Margaret Mccoy,Malagasy
Bobby Howard,Kashmiri
Ernest Morris,Romanian
Nicole Mason,Māori
Charles Rivera,Quechua
Linda Garza,Bengali
Phillip Bishop,Polish
Steven Mendoza,New Zealand Sign Language
Sandra Washington,Gujarati
Gary James,Hebrew
Larry Alexander,Italian
Carolyn Cooper,Estonian
Steve Banks,Northern Sotho
Teresa Scott,Aymara
Teresa Hanson,Zulu
Craig Howell,Korean
Jack Allen,Azeri
Lillian Burke,Māori
Anne Fuller,Thai
Laura Webb,Polish
Eric Lynch,Persian
Dorothy Washington,Pashto
Marilyn Daniels,Tswana
Adam Adams,Czech
Jeffrey Montgomery,Portuguese
Martha Warren,Assamese
Laura Perkins,Swati
Albert King,Irish Gaelic
Samuel Rose,Mongolian
Catherine Jacobs,Khmer
Louis Taylor,Tetum
Raymond Wright,Hiri Motu
Barbara Martinez,Pashto
Theresa Flores,Maltese
Susan Ross,Thai
Justin Gonzalez,Dhivehi
Joan Reid,Catalan
Virginia Williams,Hindi
Louise Turner,Hindi
Jennifer Harper,Chinese
Kathy Matthews,Albanian
Wayne Burke,Luxembourgish
George Montgomery,Somali
Walter Hill,Kannada
Steven Rodriguez,Dari
Howard Anderson,Haitian Creole
Michelle Green,Latvian
Carlos Bennett,Macedonian
Diana Knight,Khmer
Andrew Fox,Burmese
Billy Barnes,Tajik
Frank Frazier,Lao
Kathy Henderson,Telugu
David Andrews,Hindi
Mary Howell,Lao
Willie Green,Hebrew
Joe Grant,Malayalam
Betty Hamilton,Italian
Tina Wilson,Sotho
Anna Castillo,Macedonian
Timothy Collins,Tswana
Michael Phillips,West Frisian
Juan Burns,Albanian
Jesse Foster,Papiamento
Walter Carr,Catalan
Frank Brown,Polish
Brian Hudson,Greek
Jeffrey Owens,Punjabi
Margaret Baker,Indonesian
Ralph Jenkins,Moldovan
Joyce Scott,Bosnian
Harry Hayes,Albanian
Jeremy Carter,Maltese
Alan Kelly,Spanish
Alan Dixon,Māori
Todd Simmons,Lithuanian
Ryan Richards,Hindi
Gloria Ortiz,Tajik
Maria Murphy,Kazakh
Justin Harvey,Mongolian
John Olson,Mongolian
Phyllis Wagner,Thai
Judy Weaver,Tajik
Helen Weaver,Nepali
Jacqueline Nelson,Marathi
Steve Mcdonald,Hungarian
Ralph West,Hindi
Christina Phillips,Luxembourgish
Matthew Holmes,German
Ralph Rose,Kurdish
Marie Watkins,Ndebele
Richard Palmer,Nepali
Chris Sullivan,Hiri Motu
Annie Hicks,Māori
Bruce Armstrong,Azeri
Jennifer Burton,Indonesian
Sandra Reed,Arabic
Kathryn George,Georgian
Nancy Garcia,Mongolian
Anne Jackson,Northern Sotho
Rose King,Amharic
Antonio Brooks,Luxembourgish
Annie Richardson,French
Anna Brown,Persian
Stephanie Hawkins,French
Carl Cunningham,Filipino
Jean Ross,Armenian
Harold Gonzalez,Malagasy
Judy Frazier,Māori
Henry Henry,Kannada
William Montgomery,Estonian
Thomas Stewart,Tswana
Kenneth Harvey,Burmese
Denise Morrison,Tsonga
Melissa Moore,Macedonian
Ruby Barnes,Punjabi
Jeremy Allen,Punjabi
Larry Banks,Moldovan
Michelle Arnold,Chinese
Susan Meyer,Kashmiri
Kathryn Lawrence,Hungarian
Elizabeth Chapman,Norwegian
Terry Burns,Belarusian
Lori Reyes,Assamese
Cynthia Gibson,Estonian
Antonio Johnston,Hebrew
Jason Hudson,Azeri
Earl Alexander,French
Billy Jackson,Malay
Carlos Coleman,Azeri
Fred Martinez,Malayalam
Ashley Thompson,Finnish
Victor Jordan,Tsonga
Phyllis Marshall,Tamil
Michelle Harrison,Latvian
Judith Hunt,Chinese
Frank Woods,Polish
Rose Taylor,Malay
Martha Fernandez,Japanese
Antonio Weaver,Polish
Brian Morgan,Croatian
Helen Shaw,Estonian
Brian Stevens,Swahili
Paul Franklin,Norwegian
Ryan Morrison,Hebrew
Jessica Hicks,Croatian
Justin Campbell,Tetum
Gary Day,Belarusian
Ashley Foster,Persian
Helen Duncan,Montenegrin
Brenda Williamson,Aymara
Patrick Moore,Dari
Philip Weaver,Assamese
Dennis Wood,Tsonga
Andrea Rose,Burmese
Evelyn Garza,Yiddish
Terry Stevens,Croatian
Linda Jenkins,Georgian
Phillip Arnold,Azeri
Russell Rose,Māori
George Martinez,Croatian
Rebecca Sanders,Dhivehi
Kathryn Butler,Pashto
Doris Thompson,Zulu
Samuel Davis,Punjabi
Virginia Henderson,Azeri
Russell Sanders,Norwegian
Elizabeth Chapman,Papiamento
Larry Myers,Danish
Brandon Cook,Hiri Motu
Sandra Foster,Belarusian
Jennifer Cunningham,Croatian
Shirley Gutierrez,Sotho
Larry Scott,Swahili
